State,Site,Campaign,Date,First_HT,Steward,Time_in,Time_out,Temp_in,Temp_out,Wind_in,Wind_out,Implementation,Observers,Point_no,Start_time,Point_closed,Vehicles,Boats,Aerial,Dogs_un,Dogs_leash,People_move,People_rest,Predators,PIPL,AMOY,REKN,WIPL,SAND,SESA,Peeps,Comments
SC,Folly Beach Lighthouse Inlet,Walkers,1-Jul-24,4:24,N,7:18,8:20,30,31,6,8,B,Abby Burke Erin Rogers,3,8:03,P,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,1-Jul-24,4:24,N,7:18,8:20,30,31,6,8,B,Abby Burke Erin Rogers,4,8:16,P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,8-Jul-24,10:33,N,8:28,10:00,32,33,8,10,B,Abby Burke,1,8:29,N,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,8-Jul-24,10:33,N,8:28,10:00,32,33,8,10,B,Abby Burke,2,8:38,P,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,8-Jul-24,10:33,N,8:28,10:00,32,33,8,10,B,Abby Burke,3,8:51,P,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,8-Jul-24,10:33,N,8:28,10:00,32,33,8,10,B,Abby Burke,4,9:00,P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,
SC,Folly Beach Lighthouse Inlet,Walkers,19-Jul-24,6:39,N,7:54,8:25,27,26,14,13,B,Abby Burke Erin Rogers,1,7:55,N,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,19-Jul-24,6:39,N,7:54,8:25,27,26,14,13,B,Abby Burke Erin Rogers,2,8:11,P,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,19-Jul-24,6:39,N,7:54,8:25,27,26,14,13,B,Abby Burke Erin Rogers,3,8:20,P,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Stopped survey due to severe weather. Did not do point 4.
SC,Folly Beach Lighthouse Inlet,Walkers,23-Jul-24,11:01,N,17:24,18:17,32,31,19,19,B,Abby Burke Erin Rogers,1,17:24,N,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,
SC,Folly Beach Lighthouse Inlet,Walkers,23-Jul-24,11:01,N,17:24,18:17,32,31,19,19,B,Abby Burke Erin Rogers,2,17:44,P,0,1,0,0,0,1,0,0,1,1,0,0,0,0,20,
SC,Folly Beach Lighthouse Inlet,Walkers,23-Jul-24,11:01,N,17:24,18:17,32,31,19,19,B,Abby Burke Erin Rogers,3,17:58,P,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,dog tracks seen
SC,Folly Beach Lighthouse Inlet,Walkers,23-Jul-24,11:01,N,17:24,18:17,32,31,19,19,B,Abby Burke Erin Rogers,4,18:12,P,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,On return trip 2 off leash dogs ran through the closed off shorebird nesting area. We spoke to the owners and the dogs eventually came back.
SC,Folly Beach Lighthouse Inlet,Walkers,31-Jul-24,5:08,N,17:27,18:14,31,30,21,21,B,Abby Burke Erin Rogers,1,17:27,N,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,WIPL is a chick
SC,Folly Beach Lighthouse Inlet,Walkers,31-Jul-24,5:08,N,17:27,18:14,31,30,21,21,B,Abby Burke Erin Rogers,2,17:41,P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,31-Jul-24,5:08,N,17:27,18:14,31,30,21,21,B,Abby Burke Erin Rogers,3,17:56,P,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,
SC,Folly Beach Lighthouse Inlet,Walkers,31-Jul-24,5:08,N,17:27,18:14,31,30,21,21,B,Abby Burke Erin Rogers,4,18:12,P,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2 LETE. Missed following week of data collection due to tropical storm.
SC,Folly Beach Lighthouse Inlet,Walkers,12-Aug-24,1:09,N,12:35,14:20,32,32,23,23,B,Erin Rogers,1,13:02,N,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Most sections of fencing taken down last week prior to the storm, some sections still partially up. WIPLs: one adult, one old chick; chick not seen flying but looks old enough to fledge."
SC,Folly Beach Lighthouse Inlet,Walkers,12-Aug-24,1:09,N,12:35,14:20,32,32,23,23,B,Erin Rogers,2,13:17,P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,12-Aug-24,1:09,N,12:35,14:20,32,32,23,23,B,Erin Rogers,3,13:27,P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,One BBPL seen at this point on walk out of site.
SC,Folly Beach Lighthouse Inlet,Walkers,12-Aug-24,1:09,N,12:35,14:20,32,32,23,23,B,Erin Rogers,4,13:37,P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,22-Aug-24,10:42,N,12:32,14:00,26,26,29,29,B,Abby Burke Erin Rogers,1,12:32,N,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,"7 COTE, 2 WHIM, 11 ROTE, 5 GBTE, 3 RUTU. No fencing up anymore at site."
SC,Folly Beach Lighthouse Inlet,Walkers,22-Aug-24,10:42,N,12:32,14:00,26,26,29,29,B,Abby Burke Erin Rogers,2,12:52,N,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,22-Aug-24,10:42,N,12:32,14:00,26,26,29,29,B,Abby Burke Erin Rogers,3,13:09,N,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,22-Aug-24,10:42,N,12:32,14:00,26,26,29,29,B,Abby Burke Erin Rogers,4,13:21,N,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,26-Aug-24,1:44,N,7:20,9:00,25,27,11,14,N,Erin Rogers,1,7:35,N,0,0,0,0,0,1,0,0,1,0,0,1,5,0,0,"All fencing at site has been removed. Other species observed on beach: SEPL, BBPL, LAGU, WILL, RUTU, BLSK, TRHE. Low tide at 7:42am, lots of good foraging habitat exposed."
SC,Folly Beach Lighthouse Inlet,Walkers,26-Aug-24,1:44,N,7:20,9:00,25,27,11,14,N,Erin Rogers,2,7:55,N,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,26-Aug-24,1:44,N,7:20,9:00,25,27,11,14,N,Erin Rogers,3,8:16,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no birds
SC,Folly Beach Lighthouse Inlet,Walkers,26-Aug-24,1:44,N,7:20,9:00,25,27,11,14,N,Erin Rogers,4,8:25,N,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,5-Sep-24,10:15,N,14:00,15:30,27,27,30,35,N,Abby Burke  ,1,14:17,N,0,0,0,0,0,2,0,0,0,0,0,0,38,6,0,"6 ROTE, 13 SEPL, 1 BBPL. On return trip after survey 3 kite surfers were out near point 1 and flushed all the birds. Three PIPL seen on return trip, one banded."
SC,Folly Beach Lighthouse Inlet,Walkers,5-Sep-24,10:15,N,14:00,15:30,27,27,30,35,N,Abby Burke  ,2,14:28,N,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,no birds
SC,Folly Beach Lighthouse Inlet,Walkers,5-Sep-24,10:15,N,14:00,15:30,27,27,30,35,N,Abby Burke  ,3,14:45,N,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,5-Sep-24,10:15,N,14:00,15:30,27,27,30,35,N,Abby Burke  ,4,15:00,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 BLSK. 2 jet skis also came through after survey and flushed the birds.
SC,Folly Beach Lighthouse Inlet,Walkers,9-Sep-24,12:28,N,7:05,8:15,21,22,18,19,N,Erin Rogers,1,7:15,N,0,0,0,0,0,1,0,0,1,0,0,1,15,0,1,dog tracks seen in sand
SC,Folly Beach Lighthouse Inlet,Walkers,9-Sep-24,12:28,N,7:05,8:15,21,22,18,19,N,Erin Rogers,2,7:32,N,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
SC,Folly Beach Lighthouse Inlet,Walkers,9-Sep-24,12:28,N,7:05,8:15,21,22,18,19,N,Erin Rogers,3,7:43,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dog tracks seen in sand. no birds.
SC,Folly Beach Lighthouse Inlet,Walkers,9-Sep-24,12:28,N,7:05,8:15,21,22,18,19,N,Erin Rogers,4,7:52,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other species seen: RUTU, LAGU, WILL, SEPL, BBPL, TRHE"
SC,Folly Beach Lighthouse Inlet,Walkers,19-Sep-24,9:26,N,15:30,16:28,27,27,6,7,N,Abby Burke Erin Rogers,1,15:30,N,4,1,0,0,0,9,0,0,2,0,0,1,24,0,6,1 BBPL
SC,Folly Beach Lighthouse Inlet,Walkers,19-Sep-24,9:26,N,15:30,16:28,27,27,6,7,N,Abby Burke Erin Rogers,2,15:55,N,4,0,0,0,0,8,1,0,4,1,0,0,3,0,0,"3 SEPL, 1 BBPL, 4 RUTU"
SC,Folly Beach Lighthouse Inlet,Walkers,19-Sep-24,9:26,N,15:30,16:28,27,27,6,7,N,Abby Burke Erin Rogers,3,16:16,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no birds
SC,Folly Beach Lighthouse Inlet,Walkers,19-Sep-24,9:26,N,15:30,16:28,27,27,6,7,N,Abby Burke Erin Rogers,4,16:28,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no birds
SC,Harbor Island,Dog_leash,12-Jun-24,12:59,N,16:00,17:30,29,27,19,19,C,"Peggy Lucas, Hal Carter, Sally Jesse, Barb Goble",1,16:05,N,0,0,0,0,1,24,19,0,0,0,0,0,0,0,0,no birds
SC,Harbor Island,Dog_leash,12-Jun-24,12:59,N,16:00,17:30,29,27,19,19,C,"Peggy Lucas, Hal Carter, Sally Jesse, Barb Goble",2,16:15,N,0,0,1,0,0,4,21,0,0,0,0,0,0,0,0,1 kite flying on the beach. No birds 
SC,Harbor Island,Dog_leash,12-Jun-24,12:59,N,16:00,17:30,29,27,19,19,P,"Peggy Lucas, Hal Carter, Sally Jesse, Barb Goble",3,16:35,N,0,0,0,0,0,0,2,0,0,0,0,16,3,1,0,13 adult WIPL and 3 WIPL chicks
SC,Harbor Island,Dog_leash,3-May-24,NA,N,15:15,16:36,27,26,14,16,C,"Hal Carter, Mary Beth Roy, Peggy Lucas",1,15:15,N,0,0,0,1,0,10,19,0,0,0,0,0,12,0,0,
SC,Harbor Island,Dog_leash,3-May-24,NA,N,15:15,16:36,27,26,14,16,C,"Hal Carter, Mary Beth Roy, Peggy Lucas",2,15:41,N,0,0,0,2,3,3,14,0,0,0,0,1,7,0,0,
SC,Harbor Island,Dog_leash,3-May-24,NA,N,15:15,16:36,27,26,14,16,C,"Hal Carter, Mary Beth Roy, Peggy Lucas",3,16:07,P,0,0,0,1,13,4,0,0,2,8,0,0,9,0,0,
SC,Harbor Island,Dog_leash,28-Jun-24,1:48,N,16:35,18:00,30,28,16,16,C,"Peggy Lucas, Hal Carter, Mary Beth Roy",1,16:40,N,1,0,0,1,0,18,22,0,0,0,0,0,0,0,0,There were no birds within this observation point. Golf cart rode down beach with 1 person & 1 dog in it. They did not leave the cart.
SC,Harbor Island,Dog_leash,28-Jun-24,1:48,N,16:35,18:00,30,28,16,16,C,"Peggy Lucas, Hal Carter, Mary Beth Roy",2,17:00,N,0,0,0,1,0,26,27,0,0,0,0,0,0,0,0,no birds
SC,Harbor Island,Dog_leash,28-Jun-24,1:48,N,16:35,18:00,30,28,16,16,C,"Peggy Lucas, Hal Carter, Mary Beth Roy",3,17:15,P,0,0,0,0,0,1,0,0,0,0,0,8,5,0,3,Wilson's plover adults and fledglings 
SC,Harbor Island,Dog_leash,21-Jun-24,8:12,N,9:33,10:45,26,28,22,43,C,"Peggy Lucas, Hal Carter, Sally Jesse",1,9:36,N,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,Because of the high winds the tide was up much further than usual at leaving little room on the beach at the first 2 pts
SC,Harbor Island,Dog_leash,21-Jun-24,8:12,N,9:33,10:45,26,28,22,43,C,"Peggy Lucas, Hal Carter, Sally Jesse",2,9:50,N,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,no birds
SC,Harbor Island,Dog_leash,21-Jun-24,8:12,N,9:33,10:45,26,28,22,43,C,"Peggy Lucas, Hal Carter, Sally Jesse",3,10:01,N,0,0,0,0,1,18,4,0,0,0,0,17,0,0,0,We saw 7 adult Wilson's Plovers  & 10 Chicks but no other target species
SC,Harbor Island,Dog_leash,3-Jun-24,5:59,N,9:00,10:20,25,26,9,14,C,"Peggy Lucas, Sally Jesse, Barb Goble",1,9:05,N,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,
SC,Harbor Island,Dog_leash,3-Jun-24,5:59,N,9:00,10:20,25,26,9,14,C,"Peggy Lucas, Sally Jesse, Barb Goble",2,9:25,N,0,0,0,0,3,14,4,0,0,0,0,1,0,0,0,
SC,Harbor Island,Dog_leash,3-Jun-24,5:59,N,9:00,10:20,25,26,9,14,P,"Peggy Lucas, Sally Jesse, Barb Goble",3,9:50,N,0,0,0,0,0,13,0,0,0,0,0,26,0,25,0,We saw 14 adult Wilson's and 12 Chicks.
SC,Harbor Island,Dog_leash,19-Jul-24,6:55,N,16:00,17:00,30,28,17,24,C,"Peggy Lucas, Hal Carter, Sally Jesse",1,16:05,N,0,0,0,0,1,3,17,0,0,0,0,0,0,0,0,
SC,Harbor Island,Dog_leash,19-Jul-24,6:55,N,16:00,17:00,30,28,17,24,C,"Peggy Lucas, Hal Carter, Sally Jesse",2,16:20,N,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,
SC,Harbor Island,Dog_leash,19-Jul-24,6:55,N,16:00,17:00,30,28,17,24,C,"Peggy Lucas, Hal Carter, Sally Jesse",3,16:35,P,0,0,0,0,0,0,0,0,0,2,0,4,0,0,15,There was a storm approaching and lightening in the distance so we hurried to get the survey done
SC,Harbor Island,Dog_leash,12-Jul-24,1:07,N,10:00,11:00,29,29,1,4,C,"Peggy Lucas, Barb Goble, Hal Carter, Sally Jesse",1,10:05,N,0,0,0,0,2,25,12,0,0,0,0,0,0,0,0,
SC,Harbor Island,Dog_leash,12-Jul-24,1:07,N,10:00,11:00,29,29,1,4,C,"Peggy Lucas, Barb Goble, Hal Carter, Sally Jesse",2,10:15,N,0,0,0,0,1,8,6,0,0,0,0,0,0,0,0,
SC,Harbor Island,Dog_leash,12-Jul-24,1:07,N,10:00,11:00,29,29,1,4,C,"Peggy Lucas, Barb Goble, Hal Carter, Sally Jesse",3,10:30,P,0,0,0,0,0,5,0,0,1,0,0,11,1,0,86,Excited to see first returnig PIPL. All the Wilson's chicks have fledged.
SC,Harbor Island,Dog_leash,30-Jul-24,4:22,N,14:55,16:00,32,32,14,16,C,"Peggy Lucas, Hal Carter, Sally Jesse",1,15:00,N,0,0,0,0,0,22,22,0,0,0,0,0,27,0,0,A lot of people on the beach but the SAND were back and tolerate their presence
SC,Harbor Island,Dog_leash,30-Jul-24,4:22,N,14:55,16:00,32,32,14,16,C,"Peggy Lucas, Hal Carter, Sally Jesse",2,15:15,N,0,0,0,0,0,25,17,0,0,0,0,0,0,0,0,
SC,Harbor Island,Dog_leash,30-Jul-24,4:22,N,14:55,16:00,32,32,14,16,C,"Peggy Lucas, Hal Carter, Sally Jesse",3,15:30,P,0,0,0,0,0,4,4,0,1,2,0,0,7,0,0,Fewer people on this part of the beach but ones moving did disturb birds that were there causing them to fly off
SC,Harbor Island,Dog_leash,26-Apr-24,10:20,N,10:06,11:23,20,21,16,24,C,"Peggy Lucas, Mary Beth Roy, Barb Goble",1,10:08,N,0,0,0,0,2,3,0,0,0,0,0,0,14,0,0,
SC,Harbor Island,Dog_leash,26-Apr-24,10:20,N,10:06,11:23,20,21,16,24,C,"Peggy Lucas, Mary Beth Roy, Barb Goble",2,10:28,N,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
SC,Harbor Island,Dog_leash,26-Apr-24,10:20,N,10:06,11:23,20,21,16,24,C,"Peggy Lucas, Mary Beth Roy, Barb Goble",3,10:58,N,0,0,1,0,0,0,0,0,9,0,0,1,39,0,0,Coast Guard Helicopter flew low over beach and flushed birds
SC,Harbor Island,Dog_leash,22-May-24,8:02,N,10:08,11:50,23,27,5,4,C,"Peggy Lucas, Mary Beth Roy, Hal Carter",1,10:13,N,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,no birds
SC,Harbor Island,Dog_leash,22-May-24,8:02,N,10:08,11:50,23,27,5,4,C,"Peggy Lucas, Mary Beth Roy, Hal Carter",2,10:38,N,0,0,0,0,1,15,7,0,0,0,0,0,133,0,0,we saw one Wilson's plover while moving between pt 2 and pt 3
SC,Harbor Island,Dog_leash,22-May-24,8:02,N,10:08,11:50,23,27,5,4,C,"Peggy Lucas, Mary Beth Roy, Hal Carter",3,11:05,P,1,0,1,0,0,9,1,0,0,0,0,4,152,0,0,1 airplane went over survey area at extremely low altitude. 1 golf cart was on beach and stopped just inside survey area.
CT,Bushy Beach,None,21-May-24,8:24,,11:15,13:25,16,16,14,14,,T. Grimm,1,11:27,C,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,
CT,Bushy Beach,None,21-May-24,8:24,,11:15,13:25,16,16,14,14,,T. Grimm,2,11:42,C,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,Predetors= 2 Gulls
CT,Bushy Beach,None,21-May-24,8:24,,11:15,13:25,16,16,14,14,,T. Grimm,3,12:10,C,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
CT,Bushy Beach,None,21-May-24,8:24,,11:15,13:25,16,16,14,14,,T. Grimm,4,12:48,N,0,3,1,0,0,1,4,0,2,0,0,0,0,0,0,
CT,Housatonic: Milford Point,Walkers,21-May-24,10:45,,14:57,16:08,21,21,11,11,,"B. Inclima, J Haupel",5,15:30,P,0,0,1,0,0,9,2,14,5,2,0,0,0,2,0,"Predators = 13 Gulls, 1 SMEG"
CT,Housatonic: Milford Point,Walkers,21-May-24,10:45,,14:57,16:08,21,21,11,11,,"B. Inclima, J Haupel",6,16:02,P,0,1,1,0,0,0,0,46,6,2,0,0,0,0,0,Predators = 46 Gulls
CT,Housatonic: Milford Shoreline,Walkers,21-May-24,10:45,,14:57,16:08,21,21,11,11,,"B. Inclima, J Haupel",7,15:00,N,1,1,0,0,0,2,4,4,1,0,0,0,0,0,0,"Predators = 3 Gulls, 1 FICR"
CT,Housatonic: Milford Shoreline,Walkers,21-May-24,10:45,,14:57,16:08,21,21,11,11,,"B. Inclima, J Haupel",8,15:12,N,1,0,0,0,0,3,7,9,2,1,0,0,0,0,0,Predators = 9 Gulls
CT,Sandy Point,None,23-May-24,2:00,,12:16,16:16,20,20,10,11,,B. Inclima ,4,12:20,N,0,0,0,0,0,3,0,2,0,0,0,0,0,0,4,Predators = Gulls
CT,Sandy Point,None,23-May-24,2:00,,12:16,16:16,20,20,10,11,,B. Inclima ,5,12:38,N,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,Predators = Gull
CT,Sandy Point,None,23-May-24,2:00,,12:16,16:16,20,20,10,11,,B. Inclima ,6,12:58,P,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,
CT,Sandy Point,None,23-May-24,2:00,,12:16,16:16,20,20,10,11,,B. Inclima ,7,13:24,P,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,Predators = Gulls
CT,Sandy Point,None,23-May-24,2:00,,12:16,16:16,20,20,10,11,,B. Inclima ,8,14:12,P,0,0,0,0,0,0,0,9,6,2,0,0,0,21,30,Predators = Gulls
CT,Long Beach,Walkers,24-May-24,0:18,,13:30,17:15,24,26,2,3,,J. Esposito-Halka,2,13:50,P,0,0,1,0,0,0,0,5,4,0,0,0,0,13,0,
CT,Long Beach,Walkers,24-May-24,0:18,,13:30,17:15,24,26,2,3,,J. Esposito-Halka,3,14:25,P,0,0,2,0,0,2,1,4,4,0,0,0,2,69,0,
CT,Long Beach,Walkers,24-May-24,0:18,,13:30,17:15,24,26,2,3,,J. Esposito-Halka,4,15:02,P,0,0,1,0,0,1,0,0,6,0,0,0,39,60,0,
CT,Long Beach,Walkers,24-May-24,0:18,,13:30,17:15,24,26,2,3,,J. Esposito-Halka,5,15:54,P,0,0,2,0,0,0,0,4,4,0,0,0,0,0,0,
CT,Long Beach,Walkers,24-May-24,0:18,,13:30,17:15,24,26,2,3,,J. Esposito-Halka,6,16:43,P,0,0,1,0,0,4,8,9,2,0,0,0,0,0,0,
CT,Housatonic: Milford Point,Walkers,30-May-24,5:05,,12:51,14:09,19,19,22.5,17.7,,J. Heupel,5,13:29,P,0,0,1,1,0,3,0,3,1,0,0,0,0,0,0,Predators = 1 FICR and 2 HEGU
CT,Housatonic: Milford Point,Walkers,30-May-24,5:05,,12:51,14:09,19,19,22.5,17.7,,J. Heupel,6,14:02,P,0,0,0,0,0,3,0,1,4,2,0,0,1,37,39,Predators = HEGU
